组	来源	对象	证据	载体	原文
S81	状态变了的对象	D16 已定项 9	.claude/kb/checks-owed.md:289 新加：| C310 | 事务切分纪律与记录数口径打架 | D16（发布语义） 已定项 5 末段逐字「事务切分纪律把一次写请求按单元切成若干事务各自取号，一个事务最多写一个单元的用户数据」，加 D23（journal 的角色与格式） 已定项 7 一条记录一个事务号 ⇒ 一次带 8 个数据单元的 fsync 至少 8 条记录、1 MiB 写 32 条记录（E142（第一个事务的干跑） 产物 `journal_per_mebibyte`，两盘 262144 字节 journal 占写出数据 12%）；而 D23（journal 的角色与格式） 已定项 12 按「目标负载 12 项事务恰占 1 条记录」算 5.9 倍余量，E75（记录尺寸与环几何） 的环下界也按它算；D19（块指针的结构与宽度预算） 已定项 6 码 1 映射 key 的唯一性又全押在切分纪律上（同一事务写两个数据单元 key 相同，产物	.claude/kb/milestone/01-first-txn.md:177	- 根槽读回自证校验和过，`checkpoint_txg` = 3，`jsn` = 3，映射根指针指向步 4 的节点；暖机的两个根分住两块盘（区域 1、区域 2），jsn 1、2 的空记录不点名任何单元、事务号 0、新根段照 mkfs 根（D23（journal 的角色与格式） 已定项 19、D16（发布语义） 已定项 9）。
S81	状态变了的对象	D16 已定项 9	.claude/kb/checks-owed.md:289 新加：| C310 | 事务切分纪律与记录数口径打架 | D16（发布语义） 已定项 5 末段逐字「事务切分纪律把一次写请求按单元切成若干事务各自取号，一个事务最多写一个单元的用户数据」，加 D23（journal 的角色与格式） 已定项 7 一条记录一个事务号 ⇒ 一次带 8 个数据单元的 fsync 至少 8 条记录、1 MiB 写 32 条记录（E142（第一个事务的干跑） 产物 `journal_per_mebibyte`，两盘 262144 字节 journal 占写出数据 12%）；而 D23（journal 的角色与格式） 已定项 12 按「目标负载 12 项事务恰占 1 条记录」算 5.9 倍余量，E75（记录尺寸与环几何） 的环下界也按它算；D19（块指针的结构与宽度预算） 已定项 6 码 1 映射 key 的唯一性又全押在切分纪律上（同一事务写两个数据单元 key 相同，产物	.claude/kb/milestone/01-first-txn.md:187	D16（发布语义） 已定项 1（根记录带回退下界 F 8 字节，第一个事务里 F 恒 0）。2026-09-13 总审核新立并同日定案：D23（journal 的角色与格式） 已定项 17（点名项字段表）、D23（journal 的角色与格式） 已定项 18（在飞记录数上限、tail 编码、记录槽位公式）、D23（journal 的角色与格式） 已定项 19（空发布记录的事务号、previous_hash 里 header_csum 的处理、环长）；D16（发布语义） 已定项 9（空发布写不写单元）；C322（取号那一步的屏障怎么放没有条款）。
S81	状态变了的对象	D16 已定项 9	.claude/kb/checks-owed.md:289 新加：| C310 | 事务切分纪律与记录数口径打架 | D16（发布语义） 已定项 5 末段逐字「事务切分纪律把一次写请求按单元切成若干事务各自取号，一个事务最多写一个单元的用户数据」，加 D23（journal 的角色与格式） 已定项 7 一条记录一个事务号 ⇒ 一次带 8 个数据单元的 fsync 至少 8 条记录、1 MiB 写 32 条记录（E142（第一个事务的干跑） 产物 `journal_per_mebibyte`，两盘 262144 字节 journal 占写出数据 12%）；而 D23（journal 的角色与格式） 已定项 12 按「目标负载 12 项事务恰占 1 条记录」算 5.9 倍余量，E75（记录尺寸与环几何） 的环下界也按它算；D19（块指针的结构与宽度预算） 已定项 6 码 1 映射 key 的唯一性又全押在切分纪律上（同一事务写两个数据单元 key 相同，产物	.claude/kb/milestone/02-second-txn.md:150	- 暖机（D16（发布语义） 已定项 8 甲′）：本实例的根覆盖两块盘之前不让 fsync 返回、不向管理员确认回退，连推空发布至多 3 次；次数由 txg mod 3 的区域归属定（写行那次发布自己的根也算一块盘）：按落点公式现算，实例 2 从 txg 5 起要 2 次（txg 6 落盘 0 白费、txg 7 落盘 1），主 agent 校验路与两条云端腿算得相同。`WARM_UP_EMPTY_PUBLISHES = 2` 那个格式常量 D16（发布语义） 已定项 8 只给第一次可写挂载定了，后续挂载与回退之后的次数没有条款，列在决策点里。与第一次可写挂载不同，记账树已经存在 ⇒ 空发布也重写记账行、连带记账树节点、分配记录、映射条目与树表单元（D16（发布语义） 已定项 9），单元数按 D28（挂载期承诺量） 已定项 4 现算的 c_max。
S81	状态变了的对象	D16 已定项 9	.claude/kb/checks-owed.md:289 新加：| C310 | 事务切分纪律与记录数口径打架 | D16（发布语义） 已定项 5 末段逐字「事务切分纪律把一次写请求按单元切成若干事务各自取号，一个事务最多写一个单元的用户数据」，加 D23（journal 的角色与格式） 已定项 7 一条记录一个事务号 ⇒ 一次带 8 个数据单元的 fsync 至少 8 条记录、1 MiB 写 32 条记录（E142（第一个事务的干跑） 产物 `journal_per_mebibyte`，两盘 262144 字节 journal 占写出数据 12%）；而 D23（journal 的角色与格式） 已定项 12 按「目标负载 12 项事务恰占 1 条记录」算 5.9 倍余量，E75（记录尺寸与环几何） 的环下界也按它算；D19（块指针的结构与宽度预算） 已定项 6 码 1 映射 key 的唯一性又全押在切分纪律上（同一事务写两个数据单元 key 相同，产物	.claude/kb/milestone/02-second-txn.md:273	| 记账树每次发布都重写 | D5（快照 / 空间记账机制） 已定项 2 的 K 代点删要求「每行每发布重写」；D16（发布语义） 已定项 9 引它：空发布也重写记账行，连带记账树节点、分配记录、映射条目与树表单元 |
S81	状态变了的对象	D16 已定项 9	.claude/kb/checks-owed.md:289 新加：| C310 | 事务切分纪律与记录数口径打架 | D16（发布语义） 已定项 5 末段逐字「事务切分纪律把一次写请求按单元切成若干事务各自取号，一个事务最多写一个单元的用户数据」，加 D23（journal 的角色与格式） 已定项 7 一条记录一个事务号 ⇒ 一次带 8 个数据单元的 fsync 至少 8 条记录、1 MiB 写 32 条记录（E142（第一个事务的干跑） 产物 `journal_per_mebibyte`，两盘 262144 字节 journal 占写出数据 12%）；而 D23（journal 的角色与格式） 已定项 12 按「目标负载 12 项事务恰占 1 条记录」算 5.9 倍余量，E75（记录尺寸与环几何） 的环下界也按它算；D19（块指针的结构与宽度预算） 已定项 6 码 1 映射 key 的唯一性又全押在切分纪律上（同一事务写两个数据单元 key 相同，产物	.claude/kb/milestone/02-second-txn.md:72	- 崩溃状态数按段相加、不按发布相乘，但段内是 2 的写数次方：一次发布写几个单元决定这一段枚不枚举得完——第一个事务那一档（8 个单元、两盘 16 次写）能，16 个单元就是 4.3 × 10⁹ 个状态、不能。一次覆盖写的段序列预想与第一个事务同型 `16+2+1+2`；第一次可写挂载之后的每次空发布都写 c_max 个单元（D16（发布语义） 已定项 9），段序列是 `2c_max+2 | 2 | 1 | 2`、不是第一次暖机那种 `2+1+2`，而 c_max 在这条脚本上是多少全仓没有值（E148（提交固定点按两棵记录树重算） 给的是池规模 9 块与第一个事务规模 4 块），干跑要把它报出来。整条脚本按整条流切段算出来约 225 万个状态（c_max 取 5；取 9 约 747 万），按第一个事务每状态的成本折约 3 到 11 分钟——主线全量可行、不必进层 1（三方第一轮攻方腿打
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	.claude/kb/checks-owed.md:28	| C16 | 管道声明失败模型例外 | 一条管道声明了自己的失败模型例外（「我这儿不保证块原子」），核心层没有为它合成，于是那一类撕裂从来没被任何崩溃测试覆盖过 | 契约里**没有**「后端声明能力」这个入口——核心层规定唯一的失败模型，管道无处声明例外。门禁形态：故障注入自证，往被测管道注入一个核心层声明的失败模型**允许**的故障（例如按声明宽度撕裂一个块），崩溃测试必须变红；不红说明合成没做或没生效 | 崩溃点重放 harness、至少两条管道、失败模型这根轴先定下来（[decisions.md](decisions.md) D17（实现分层与第三方管道） 已定项 1）。⚠️ **撕裂注入不能靠 dm-flakey**（2026-08-28 现查 `Documentation/admin-guide/device-mapper/dm-flakey.rst`）：它的全部能力是 `er
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	.claude/kb/decisions/17-实现分层与第三方管道.md:199	>    ⚠️ **一次枚举（2026-09-13，主 agent 算，未走三方，用户已认、待三方）**：按 D13（验证路线）「真正必须乘的 N」那一节的判据，等价类只由「提交协议的步骤种类集合」分——参数（节点大小、条带宽度）不新增种类，旋转与 SSD 同构。今天已开的线只有 D12（目标介质） 已定项 5 的纯 SSD 一条，它的提交协议由 E142（第一个事务的干跑） 写成字节：21 次写、2 道屏障、1 次 FUA，步骤种类一套 ⇒ **今天的等价类数是 1**；zoned 开线时至少 +1（不能原地切根、多出 zone finish / reset）；若 D17（实现分层与第三方管道） 已定项 1 取乙（管道可声明更强失败模型）再乘声明的模型数，取甲则失败模型轴恒为 1、不乘。⇒ 可写成条款的形态是「等价类数 = 已开线的结构等价类数 × 失败模型数，今天 1 × 1 = 1，
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	.claude/kb/decisions/17-实现分层与第三方管道.md:200	>    ⚠️ **第一轮三方论证（2026-09-13，`research/prompts/d17-r1-main-verification.md`）：按跑前写死的失败条款，不写条款，先定判据。** 三条腿一致打中判据 3-1：「按 `CommitStep` 成员集合分」太粗——E142（第一个事务的干跑） 自己的两行产物（`layer0` 65543 个状态与 `layer0_fua_not_boundary` 65546 个）就是一对成员集合逐字相同、段的切法不同、崩溃状态集合不同的序列，E77（发布的持久顺序） 摘掉第二道屏障多出七类状态是第二对。判据改成候选乙的方向：**两条线同类 ⟺ 对最小封闭单元里每一条根槽写路径（发布、mkfs 种子、实例切换 / 管理员回退，D13（验证路线） 已定项 1 自己列的三种写者），录制流在「段边界的位置 + 每段步骤种类的多重集」上同构**；
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:183	| D17（实现分层与第三方管道） 实现分层 | D20（承重面：单元的原子性与自包含）原把 D17（实现分层与第三方管道） 已定项 1 提为「下一个要定的」，**已在 D20（承重面：单元的原子性与自包含）「修订」一节改判为可延后**；现在排最前的是 D18（块里携带什么信息） |
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:21	| **D17（实现分层与第三方管道） 已定项 1（失败模型写成契约）** | **可延后**，见「推论一：优先级重排」的修订一节 | 它就是「原子性」这根轴，而那根轴的实质已由 D20（承重面：单元的原子性与自包含）「推论三第一问的实测答案」与 D22（单元原子性怎么合成） 定掉；剩下的是给第三方管道的契约，而现在没有第三方管道 |
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:27	#### 修订（2026-08-28）：D17（实现分层与第三方管道） 已定项 1 可延后，因为它的实质已经被别处定掉了
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:36	⇒ **D17（实现分层与第三方管道） 已定项 1 剩下的是「把它写成给第三方管道的契约」**——
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	.claude/kb/decisions/22-单元原子性怎么合成.md:671	| 6 | **zoned 的区写指针是一个不受本工程校验和管辖的见证者** | **未定**：它由设备维护，本工程既算不出也验不了。正文见 D22（单元原子性怎么合成）「未定项 6」 ⚠️ 复核（2026-09-13）：D17（实现分层与第三方管道） 已定项 2 同日定的是结构等价类按段序列分，没碰区写指针这个见证者，这一项仍开着、用户同日重申挂起到 zoned 开线。 改第一个事务的字节：否（2026-09-01，依据：第一版跑非 zoned 布局，非 zoned 上没有区写指针这个对象。⚠️ 第一版若改跑 zoned 就判不了）。 ⚠️ **2026-09-09 第二轮由 E125（顺序区写指针之上读到什么） 收窄，仍不定案。** 两句从推理变成观测：① 顺序区 WP 之上**读得到字节**（`rc=0`，67 076 096 字节全 `0xff`）⇒ 落在 E125（顺序区写指针之
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	.claude/kb/decisions/22-单元原子性怎么合成.md:842	⇒ **这两句今天就互相欠着**（2026-09-13 起已收口：D12（目标介质） 改成待重算量、D13（验证路线） 降为待证，C220（等价类仍是 2 与降级为待证互相欠着） 剩门禁那一半；D17（实现分层与第三方管道） 已定项 1 取单一失败模型，那一维恒 1），与未定项 6 定不定案无关；但任何 「按区类型分支」臂形态的臂
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	records/2026-08-29-审计轮-外部引用复核与阻塞集.md:158	D20（承重面：单元的原子性与自包含） 有一句已定：「D17（实现分层与第三方管道） 已定项 1 **可延后到第一条第三方管道出现、或第一行事务层代码落地时**」——
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	records/2026-09-13-未定项总清单与待用户定案.md:36	| 13 | D17（实现分层与第三方管道） 已定项 1 失败模型契约 | 甲 核心层规定单一模型（扇区 512 原子、可撕裂、屏障间可重排）、管道不许声明例外、核心层合成 / 乙 允许管道声明更强模型、按声明分派重放 | D20（承重面：单元的原子性与自包含） 已判可延后到第一条第三方管道出现 | 可以不拍，留到那时 |
S82	状态变了的对象	D17 已定项 1	.claude/kb/decisions/20-承重面单元的原子性与自包含.md:35 新加：⚠️ 2026-09-13 D17（实现分层与第三方管道） 已定项 1 用户定案，三问全答（单一模型、核心层合成、代价记核心层按管道计费）；「第一条管道出现前不落字节」照旧；「修订（2026-08-28）」一节里其余的话都是定案前的判定。	records/2026-09-13-未定项总清单与待用户定案.md:71	| 13 | D17（实现分层与第三方管道） 已定项 1 | 甲：单一失败模型、核心层合成 | D17 已定项 1 |
S83	状态变了的对象	D17 已定项 2	.claude/kb/decisions/13-验证路线.md:140 新加：⚠️ **射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮三方论证）**：D13（验证路线）「一、真正必须乘的 N」里那个 `CommitStep` 枚举是 2026-08-26 的示意，不是今天这条线的步骤登记表——今天在用的屏障、写 journal 记录、原地覆盖超级块槽、写码 3 打包容器四种不在其中，`WriteStripeParity` 与三个 zoned 成员今天不用；权威登记位是 [layout/01-first-txn.md](../layout/01-first-txn.md) 八的段序列登记表（C316（提交步骤的登记位有四处且互不相同） 2026-09-13 两半都已还清）。「按成员集合分类」被三条腿一致判太粗（E142（第一个事务的干跑） 的 `layer0` 与 `layer0_fua_not_boundary` 就是成员集合相同、崩	.claude/kb/checks-owed.md:377	| C220 | 等价类仍是 2 与降级为待证互相欠着 | 决策侧：D12（目标介质） 改「待重算量」、D13（验证路线） 降为待证（2026-09-13 上午）；门禁侧：D17（实现分层与第三方管道） 已定项 2 把判据换成段序列、等价类数写成 1，E142（第一个事务的干跑） 单测 `registered_segment_sequences_match_every_recorded_path` 钉住四条路径的段序列（改切法红），产物 `name=segments` 行由 `replay.sh` exact 钉住；「加一个成员由绿转红」那种形态作废 | 2026-09-13 |
S83	状态变了的对象	D17 已定项 2	.claude/kb/decisions/13-验证路线.md:140 新加：⚠️ **射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮三方论证）**：D13（验证路线）「一、真正必须乘的 N」里那个 `CommitStep` 枚举是 2026-08-26 的示意，不是今天这条线的步骤登记表——今天在用的屏障、写 journal 记录、原地覆盖超级块槽、写码 3 打包容器四种不在其中，`WriteStripeParity` 与三个 zoned 成员今天不用；权威登记位是 [layout/01-first-txn.md](../layout/01-first-txn.md) 八的段序列登记表（C316（提交步骤的登记位有四处且互不相同） 2026-09-13 两半都已还清）。「按成员集合分类」被三条腿一致判太粗（E142（第一个事务的干跑） 的 `layer0` 与 `layer0_fua_not_boundary` 就是成员集合相同、崩	.claude/kb/decisions/12-目标介质.md:16	| 3 | **门禁挂钟按等价类数倍算** | C8（门禁范围判不出来） 现在没有任何东西在拦这个膨胀 ⚠️ 等价类数 2026-09-13 起由 D17（实现分层与第三方管道） 已定项 2 给：今天 1，每开一条线按段序列登记表重算 |
S83	状态变了的对象	D17 已定项 2	.claude/kb/decisions/13-验证路线.md:140 新加：⚠️ **射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮三方论证）**：D13（验证路线）「一、真正必须乘的 N」里那个 `CommitStep` 枚举是 2026-08-26 的示意，不是今天这条线的步骤登记表——今天在用的屏障、写 journal 记录、原地覆盖超级块槽、写码 3 打包容器四种不在其中，`WriteStripeParity` 与三个 zoned 成员今天不用；权威登记位是 [layout/01-first-txn.md](../layout/01-first-txn.md) 八的段序列登记表（C316（提交步骤的登记位有四处且互不相同） 2026-09-13 两半都已还清）。「按成员集合分类」被三条腿一致判太粗（E142（第一个事务的干跑） 的 `layer0` 与 `layer0_fua_not_boundary` 就是成员集合相同、崩	.claude/kb/decisions/12-目标介质.md:282	⇒ **提交协议、崩溃语义、结构等价类数（D17（实现分层与第三方管道） 已定项 2，待重算）一个都不动。**
S83	状态变了的对象	D17 已定项 2	.claude/kb/decisions/13-验证路线.md:140 新加：⚠️ **射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮三方论证）**：D13（验证路线）「一、真正必须乘的 N」里那个 `CommitStep` 枚举是 2026-08-26 的示意，不是今天这条线的步骤登记表——今天在用的屏障、写 journal 记录、原地覆盖超级块槽、写码 3 打包容器四种不在其中，`WriteStripeParity` 与三个 zoned 成员今天不用；权威登记位是 [layout/01-first-txn.md](../layout/01-first-txn.md) 八的段序列登记表（C316（提交步骤的登记位有四处且互不相同） 2026-09-13 两半都已还清）。「按成员集合分类」被三条腿一致判太粗（E142（第一个事务的干跑） 的 `layer0` 与 `layer0_fua_not_boundary` 就是成员集合相同、崩	.claude/kb/decisions/12-目标介质.md:36	**提交协议的结构等价类数是待重算量（D17（实现分层与第三方管道） 已定项 2）**，与布局套数不是同一个数 ⇒ **两者不再重合，
S83	状态变了的对象	D17 已定项 2	.claude/kb/decisions/13-验证路线.md:140 新加：⚠️ **射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮三方论证）**：D13（验证路线）「一、真正必须乘的 N」里那个 `CommitStep` 枚举是 2026-08-26 的示意，不是今天这条线的步骤登记表——今天在用的屏障、写 journal 记录、原地覆盖超级块槽、写码 3 打包容器四种不在其中，`WriteStripeParity` 与三个 zoned 成员今天不用；权威登记位是 [layout/01-first-txn.md](../layout/01-first-txn.md) 八的段序列登记表（C316（提交步骤的登记位有四处且互不相同） 2026-09-13 两半都已还清）。「按成员集合分类」被三条腿一致判太粗（E142（第一个事务的干跑） 的 `layer0` 与 `layer0_fua_not_boundary` 就是成员集合相同、崩	.claude/kb/decisions/13-验证路线.md:118	表里 zoned 那一行只说明它至少多出一个等价类，按介质开放分支之后到底几个，是 D17（实现分层与第三方管道） 已定项 2 的待重算量——D12（目标介质） 已经写成「提交协议的结构等价类数是待重算量」。
S83	状态变了的对象	D17 已定项 2	.claude/kb/decisions/13-验证路线.md:140 新加：⚠️ **射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮三方论证）**：D13（验证路线）「一、真正必须乘的 N」里那个 `CommitStep` 枚举是 2026-08-26 的示意，不是今天这条线的步骤登记表——今天在用的屏障、写 journal 记录、原地覆盖超级块槽、写码 3 打包容器四种不在其中，`WriteStripeParity` 与三个 zoned 成员今天不用；权威登记位是 [layout/01-first-txn.md](../layout/01-first-txn.md) 八的段序列登记表（C316（提交步骤的登记位有四处且互不相同） 2026-09-13 两半都已还清）。「按成员集合分类」被三条腿一致判太粗（E142（第一个事务的干跑） 的 `layer0` 与 `layer0_fua_not_boundary` 就是成员集合相同、崩	.claude/kb/decisions/16-发布语义.md:24	⚠️ 射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮反推腿指出）：说的是挂载之后的操作；mkfs 种子写第 0 代根不经 journal（D13（验证路线） 已定项 1 自己列的根槽三种写者之一，E142（第一个事务的干跑） 的 mkfs 一条记录都不写），不在这句的射程里。
S83	状态变了的对象	D17 已定项 2	.claude/kb/decisions/13-验证路线.md:140 新加：⚠️ **射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮三方论证）**：D13（验证路线）「一、真正必须乘的 N」里那个 `CommitStep` 枚举是 2026-08-26 的示意，不是今天这条线的步骤登记表——今天在用的屏障、写 journal 记录、原地覆盖超级块槽、写码 3 打包容器四种不在其中，`WriteStripeParity` 与三个 zoned 成员今天不用；权威登记位是 [layout/01-first-txn.md](../layout/01-first-txn.md) 八的段序列登记表（C316（提交步骤的登记位有四处且互不相同） 2026-09-13 两半都已还清）。「按成员集合分类」被三条腿一致判太粗（E142（第一个事务的干跑） 的 `layer0` 与 `layer0_fua_not_boundary` 就是成员集合相同、崩	.claude/kb/decisions/17-实现分层与第三方管道.md:113	落点：D17（实现分层与第三方管道） 已定项 2（结构等价类数）与 [checks-owed.md](../checks-owed.md) C8（门禁范围判不出来）。
S83	状态变了的对象	D17 已定项 2	.claude/kb/decisions/13-验证路线.md:140 新加：⚠️ **射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮三方论证）**：D13（验证路线）「一、真正必须乘的 N」里那个 `CommitStep` 枚举是 2026-08-26 的示意，不是今天这条线的步骤登记表——今天在用的屏障、写 journal 记录、原地覆盖超级块槽、写码 3 打包容器四种不在其中，`WriteStripeParity` 与三个 zoned 成员今天不用；权威登记位是 [layout/01-first-txn.md](../layout/01-first-txn.md) 八的段序列登记表（C316（提交步骤的登记位有四处且互不相同） 2026-09-13 两半都已还清）。「按成员集合分类」被三条腿一致判太粗（E142（第一个事务的干跑） 的 `layer0` 与 `layer0_fua_not_boundary` 就是成员集合相同、崩	.claude/kb/decisions/22-单元原子性怎么合成.md:671	| 6 | **zoned 的区写指针是一个不受本工程校验和管辖的见证者** | **未定**：它由设备维护，本工程既算不出也验不了。正文见 D22（单元原子性怎么合成）「未定项 6」 ⚠️ 复核（2026-09-13）：D17（实现分层与第三方管道） 已定项 2 同日定的是结构等价类按段序列分，没碰区写指针这个见证者，这一项仍开着、用户同日重申挂起到 zoned 开线。 改第一个事务的字节：否（2026-09-01，依据：第一版跑非 zoned 布局，非 zoned 上没有区写指针这个对象。⚠️ 第一版若改跑 zoned 就判不了）。 ⚠️ **2026-09-09 第二轮由 E125（顺序区写指针之上读到什么） 收窄，仍不定案。** 两句从推理变成观测：① 顺序区 WP 之上**读得到字节**（`rc=0`，67 076 096 字节全 `0xff`）⇒ 落在 E125（顺序区写指针之
S83	状态变了的对象	D17 已定项 2	.claude/kb/decisions/13-验证路线.md:140 新加：⚠️ **射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮三方论证）**：D13（验证路线）「一、真正必须乘的 N」里那个 `CommitStep` 枚举是 2026-08-26 的示意，不是今天这条线的步骤登记表——今天在用的屏障、写 journal 记录、原地覆盖超级块槽、写码 3 打包容器四种不在其中，`WriteStripeParity` 与三个 zoned 成员今天不用；权威登记位是 [layout/01-first-txn.md](../layout/01-first-txn.md) 八的段序列登记表（C316（提交步骤的登记位有四处且互不相同） 2026-09-13 两半都已还清）。「按成员集合分类」被三条腿一致判太粗（E142（第一个事务的干跑） 的 `layer0` 与 `layer0_fua_not_boundary` 就是成员集合相同、崩	.claude/kb/layout/01-first-txn.md:384	一条线的提交协议由它全部根槽写路径的录制流段序列定（D13（验证路线） 已定项 4 切段：屏障与 FUA 写切段，段内任意整写子集），等价类按这张表的同构分：段边界的位置相同、每段里出现的步骤种类**集合**相同（D17（实现分层与第三方管道） 已定项 2）；一步重复几次（设备数、单元数）是参数不进判据。别处引提交步骤一律链到这一节，不另抄。步骤种类只有五种：写单元（含码 3 容器、实例表单元）、写 journal 记录、根槽 FUA 写、超级块槽原地覆写、屏障。表里的段序列逐字来自 E142（第一个事务的干跑） 产物的 `name=segments` 五行（`path=mkfs / instance_acquisition / warm_up / transaction / post_mkfs_stream`；取号那一行不是根槽写路径，登记在这里是因为整条流按录制流切、它的两个写落在流的
S83	状态变了的对象	D17 已定项 2	.claude/kb/decisions/13-验证路线.md:140 新加：⚠️ **射程（2026-09-13，D17（实现分层与第三方管道） 已定项 2 第一轮三方论证）**：D13（验证路线）「一、真正必须乘的 N」里那个 `CommitStep` 枚举是 2026-08-26 的示意，不是今天这条线的步骤登记表——今天在用的屏障、写 journal 记录、原地覆盖超级块槽、写码 3 打包容器四种不在其中，`WriteStripeParity` 与三个 zoned 成员今天不用；权威登记位是 [layout/01-first-txn.md](../layout/01-first-txn.md) 八的段序列登记表（C316（提交步骤的登记位有四处且互不相同） 2026-09-13 两半都已还清）。「按成员集合分类」被三条腿一致判太粗（E142（第一个事务的干跑） 的 `layer0` 与 `layer0_fua_not_boundary` 就是成员集合相同、崩	.claude/kb/milestone/01-first-txn.md:166	- 提交步骤种类五种（写单元、写 journal 记录、根槽 FUA 写、超级块槽原地覆写、屏障），登记位只有 [layout/01-first-txn.md](../layout/01-first-txn.md) 八那一张段序列表（D17（实现分层与第三方管道） 已定项 2）；状态机每前进一步都经过录制器。E142（第一个事务的干跑） 第五次跑的 `StepKind` 就是这五种（`unit_write` / `journal_record` / `root_record_fua` / `superblock_slot` / `barrier`），产物 `name=segments` 行按段报种类多重集，门禁 52 号拿登记表逐字比对——实装的枚举照它写。
