组	旧事实	新事实	载体	原文
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:14	2. **分配器与索引节点这两层，条款只写了性质没写步骤。** 聚簇段从哪起、多长、何时开关、bump 指针持久不持久，全仓一条都没有；用户数据的候选集缺「不在开放段」这条合取，于是 t1 落在 t2..t8 的「连续段」中间；码 2 节点的载荷布局（条目起点、条目数字段、空闲区取值）、seq 的取值规则、出生序号的分配规则，都只活在实验源码里，而 E137（映射 key 形态的性能差距） 与 E142（第一个事务的干跑） 两套源码已经不一样。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:15	3. **同一个量在两处各有一个数。** 码 2 / 码 3 头含不含 28 字节预留位（D8（核心索引结构） 已定项 6 含、字节表不含）；超级块 `w_max` / `g`（决策 4、字节表 2）；间接目录单元指针（字节表 59、按 D19（块指针的结构与宽度预算） 已定项 7 应 83，代进去 519 爆 512 槽）；根记录字段顺序（D22（单元原子性怎么合成） 已定项 7 与 E142 把实例表指针排末位，字节表排第 7 位）；`journal 在飞记录数上限`（字节表 1，另六处说本仓没有这个数）。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:27	| 实验装置欠改 | E142（第一个事务的干跑） 的分配代、反向链、`layout_table_says=84` 死字符串、变异清单缺 M21 | 见第七节 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:46	| 15 | 崩在记录持久之后、根槽持久之前：恢复 (甲) 丢弃那次发布退到上一个根（已定项 14 条 2 收窄成「严格大于所选根且其根已在环里」），还是 (乙) 由记录重建那次发布的根（记录头或点名项加树 ID 水位 8 + F 8 + 树表指针 83 + 实例表指针 83）？C284（施加一条记录在指针层上做什么没有定义） 的另一半 | E142 按甲实现（applied = 0） | 是 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:48	| 17 | 点名项 56 字节的字段表：每段宽度与取值；重放要不要从点名项凑出映射 key（缺写序 / 实例代号 / 出生序号）；一条点名项覆盖一个单元的全部 w 个副本（8 条）还是每副本一条（16 条） | 预想构成 14 × 2 + 8 + 8 + 1 + 1 + 2 + 4 + 4；E142 写 8 条 | 是 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:50	| 19 | 三件与记录取值相关的：① 空发布记录的事务号 0 是保留值吗、提交标记写什么、进不进 W 的 max；② `previous_hash` 算法里 `header_csum` 那 32 字节按零参与还是排除（已定项 10 要求落成不变量，I-8 类零命中）；③ 一事务一单元之下 T_dirty 满窗要 256 MiB journal，环 64 MiB 差 4 倍（C310（事务切分纪律与记录数口径打架）），取环 ≥ 768 MiB / 降 T_dirty / 一条记录装多个事务 | 事务号 0、提交标记 1；E142 反向链全 0；环 64 MiB | 是 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:63	| 11 | 分配记录 20 字节里跨度段归 key 还是 value：`(设备 4, 槽号 6, 跨度 2)` 是 key（E142、头宽 105）还是 `(设备 4, 槽号 6)` 是 key、`(跨度 2, 代 8)` 是 value（D26（后台整理与放置回收） 已定项 2、释放原地改写不换 key、头宽 101） | key 12 / value 8 | 是 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:80	| 11 | 码 2 节点的载荷布局：条目区从头末尾（含不含 28 字节预留位）起；条目数与条目宽住头里（用户已定向「码 2 可以自描述」，C306（码 2 头不自描述 key 宽））还是靠树的种类查表；空闲区恒 0 且参与载荷 CRC 吗；声明长度对码 2 取什么；种类码 → 条目宽 / key 宽的表要不要立；key 的比较序（逐字段无符号 vs memcmp 小端）；第一版树 ID 要不要与种类码错开 | E142 自取 u16 条目数 + u16 条目宽、声明长度 = 已用字节、树 ID = 种类码 | 是 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:93	| 17 | 32 字节头校验和取哪个算法（E144（头校验和算法的代价与判别力）：CRC32C 26 ns / SHA-256 676 ns，用户定向「便宜一点」）；取 4 字节 CRC 时其余 28 字节怎么填；根记录自证校验和、超级块整槽校验和、journal `header_csum` 同口径；自证结构的覆盖范围（整槽含补齐 / 只到记录末尾）——E142 根记录罩 250、超级块罩 512，两种读法 | E142 取 SHA-256 | 是 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:100	| 9 | 出生序号的分配规则四问：从几起、每次加几、换 checkpoint 时清零还是续接、同一 checkpoint 里同一节点被固定点重写第二次换不换号（C291（出生序号的分配规则只在实验源码里）；E137 与 E142 两套源码不同） | E142：按 (树, txg, 实例) 从 0 计、码 2 与码 3 共用计数 | 是 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:101	| 10 | 中央映射 key 定宽 27（码 2 / 码 3 的 25 尾部补零）还是按类变长 27 / 25；条目 55 / 53；补在末尾还是插在实例代号与出生序号之间 | E142 补两字节零到 27 | 是 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:102	| 11 | 指针 85 / 83 从偏移 0 起依次是哪几段（D19（块指针的结构与宽度预算）:109 出生树在出生 txg 前、字节表相反、映射 key 段住哪端没写）；中央映射树的根住树表（7 条）/ 根记录（+83）/ 超级块（C196（中央映射树的根住哪全仓无条款））；一个单元的两条位置条目按什么排（设备身份升序？）；w ≥ 3 时几条 | E142 的顺序；树表第 5 条；设备 0 在前 | 是 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:103	| 12 | 码 2 / 码 3 的映射条目要不要 day-1 写出（已定项 8 的两条依据在第一版都不存在，代价第一版就付；第六节提议 提议 2）；固定点收敛靠的「每个码 2 / 码 3 一个 checkpoint 只写一次」（C163（固定点各轮写序相同使平局破除落空））定不定，第一版禁不禁边插边 COW | 6 条、E142 按只写一次 | 是 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:131	| 第一个事务写出的每个 txg 类字段（单元头诞生代号、五元组对象出生代、容器出生代、指针出生 txg、映射 key 出生 txg、记账代、分配代、树表诞生 txg、inode 记录对象出生代）1 → 3；mkfs 写出的仍是 0 | D16（发布语义） 已定项 6 逐字「记账的代……都是这同一个计数」；D3（空间分配） 已定项 7 逐字「存完整 checkpoint 号」；D5（快照 / 空间记账机制） 逐字「`birth(b)` 块被发布的那个 checkpoint 号」；E142（第一个事务的干跑） 源码除分配代外已按 3 写 | 字节表二 / 三 / 三·二 / 四 / 五 / 七；里程碑步 2 / 步 3 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:133	| 六那一节整节按暖机重写：三条记录（偏移 0 / 4096 / 8192）、jsn (1, 3)、点名项 8 条（一条覆盖两盘）、记录头行写明 78 是十个字段、合计 95 | 字节表零 / 记录头预想表；E142 `named.len()` = 8 | 字节表六 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:135	| 根记录字段顺序按 D22（单元原子性怎么合成） 已定项 7 与 E142：实例表单元指针排在自证校验和之后 | D22（单元原子性怎么合成） 已定项 7 的表序；E142 `ROOT_CHECKSUM_OFFSET = 135` | 字节表七 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:137	| 超级块槽世代号 mkfs 1 / 暖机 2、3 / 发布后 4；tail 0 / 1、2 / 3 | 字节表零 w3 / w6 / t11 行；E142 | 字节表一 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:141	| 五、三·二各补一行：分配记录树头 81 + 2 × 12 = 105、映射树头 81 + 2 × 27 = 135 | E142 产物 `index_node_header` | 字节表五 / 三·二 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:149	| 里程碑步 6 验收「择回暖机那一个根、文件在」→ 择回 txg 2 的暖机根、文件不在（E142 探针 `no_file root=1:2`）；文件在不在由 D23（journal 的角色与格式） 已定项 15 定 | E142 产物 | 里程碑步 6 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:152	⚠️ **回扫也只做了它能做的一半**：E142（第一个事务的干跑） 的源码没动（分配代仍硬编码 1、反向链仍 0、`layout_table_says=84` 仍是死字符串），因为改源码要重跑、重登记产物、过复跑比对，那是一次独立的实验轮次（第七节）。字节表改了而装置没改，两者今天对不上；下一次 E142 重跑要以字节表为准。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:186	| 29 | E142（第一个事务的干跑） 正文 | 开头段 gap 18 / 择根 (1,1) / 宽度 16 个过期；变异清单缺 M21 | 未改 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:194	| 提议 3 | 第一版的 journal 记录在恢复路径上零作用（E142 262162 个崩溃态 `differing_states=0`），这笔账（每次发布两次 4 KiB 写 + 一道屏障）记在哪本账上要写清 | D23（journal 的角色与格式） 已定项 1 / D16（发布语义） 连带第 1 条 | 不建议砍；要一条会红的检查（抹掉记录整段，恢复结果必须由绿转红）和一段「第一版这笔付款买到什么」的记账 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:206	3. **E142（第一个事务的干跑） 要按改后的字节表重跑一次**（第六次跑）：分配代 3、反向链真算、点名项 8 条、`layout_table_says` 按树查表或删掉、变异清单补 M21；正文开头段按产物重抄。跑完把「字节表 vs 产物」那一格重新对一遍——本轮改字节表时没有装置盯着，改错了没有东西会红。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:207	4. **两处取样点不敏感要在 E142 里补敏感点**：树的种类码 1..7 与树 ID 1..7 逐值相同（把种类写成树 ID 的低 2 字节第一个事务一个字节都不差）；key 比较序（逐字段无符号 vs memcmp 小端）在第一个事务的取值上同序。前者建议树 ID 从 101 起编，后者建议分配记录树多喂一条跨 0x14 / 0x15 边界的槽号。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:216	- 字节表回扫是主 agent 按已定条款手改的，**没有装置回读**；第七节第 3 条要的那次 E142 重跑就是它的回读。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:236	| 15 崩在记录后根槽前施加什么 | 甲 丢弃那次发布、退上一个根（已定项 14 条 2 收窄）；乙 记录头加「新根」字段（树表单元指针 83 + 树 ID 水位 8 + 回退下界 F 8 ≈ 99 字节，头 95 → 194，一条记录仍装 69 项），恢复用它重建根 | D16（发布语义） 已定项 7 的注逐字「同一实例里退一代，靠 journal 重放追得上」——设计一直按乙假设；根槽不镜像，乙让 journal 成为根槽的冗余；E77（发布的持久顺序） 判第二道屏障买「记录流完整性」，乙让它多买一样东西；甲之下第一版 journal 在恢复路径上零作用（E142（第一个事务的干跑） differing_states = 0） | **乙**，重放不需要树语义（记录直接带新树表指针），代价是头宽 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:239	| 18 在飞上限；tail；槽位 | 上限：甲 = 环槽数 ÷ F（第一版 16384 ÷ 3 = 5461）；乙 独立声明一次发布最多记录数。tail：8 字节存 jsn 的 48 位计数器，靠超级块自己的两槽轮换取冗余，不另设 tail 槽。槽位：记录 n 落环内偏移 (计数器 − 1) mod 槽数 × 4096 | 上限的用途是「窗口内 CRC 失败算撕裂、窗口外算损坏」，与环几何绑在一起最自然；tail 与槽位两条今天只有 E142 一种写法 | **上限取甲；tail 与槽位照上面写死** |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:252	| 10 聚簇段与落点四格 | ① 段长 64 槽、段起点 = 单元区内最低的 64 槽对齐全空段、bump 指针只在内存、挂载后新开一段、全空段数 = 段内 64 槽都无未释放分配记录的段数；② 用户数据候选集加「不在开放段」合取；③ 数据单元取最低的 32768 对齐、两槽都空、整跨度过合取的起点；④ 超级块加「单元区起始槽号」几何字段（第一版 5120），分配器不下探，固定结构不写分配记录 | E151（用户数据落点的到达序与容器臂） / E93（老化下的放置与碎片度） 都按 64 槽建模；里程碑与 verification-build.md 已按 ② 写；③ 是 D18（块里携带什么信息） 已定项 9 对齐要求的直接推论；④ 与 D5 已定项 7 的甲同一套口径 | **照这四条办**（第一个事务 t1 因此不再是 5124，落点整体重排，E142 要重跑） |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:253	| 11 跨度段归属 | 甲 进 key（E142 现状，头 105）；乙 进 value（D26（后台整理与放置回收） 已定项 2 的读法，头 101） | D3 已定项 7 逐字「条目不删、改写成已释放 + 释放代」是原地改 value；跨度段进 key 时标志一翻 key 就变、树里同一落点两条记录 | **乙** |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:282	| 16 预留位开关 | 三类都把 28 字节紧接类身份段之后算进头（码 1 133、码 2 81 + 2 × key 宽 + 28、码 3 135）；声明长度原点 = 含预留位的头末端，上界 32768 − 133 / 135；I-1.7（打包容器合法与判定顺序） 与 cap 按 135 重算（583 → 582） | D18 已定项 14 已给码 2 / 码 3 定了「紧接类身份段」，码 1 同形；E142 就是这么写的 | **照这一栏办** |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:291	| 10 映射 key 补齐 | 定宽 27、末尾补零、条目一律 55 | D5 已定项 6 与 D6（快照实现模型） 已定项 2 已按它写；E142 同 | **定宽 27** |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:324	| 字节表零到七按定案重算，「还剩几处空白」表清空；八那一节等 E142（第一个事务的干跑） 第六次跑 | `.claude/kb/layout/01-first-txn.md` |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:331	**还没做完的**：E142（第一个事务的干跑） 第六次跑（按定案改装置、重跑、登记产物、改八那一节）；`JOURNAL_HEADER_BYTES` 从 95 改到 277 之后 E43（扩展点字节上限） 与 E116（打包容器的账·补元数据写与整理策略） 两份装置要按三处一起动的规矩改常量、重跑、换产物；三方论证一条都没走——31 条里任何一条被三方打中都可推翻。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:335	用户逐字「再次从零推理一次 如果无误那么就进入第一版本代码书写」。十二条独立审核腿按 `audit2/TEMPLATE2.md`（七类：A 内部矛盾 / B 跨决策矛盾 / C 实现者必须猜 / D 依据塌了 / E 与字节表、里程碑、E142 不符 / F 值得推翻 / G 写代码前必须先答）整份读 28 条决策、字节表、里程碑与 E142 第六次跑，共 193 条发现：判「改第一个事务的字节：是」52 条、「不确定」10 条、「否」131 条（报告原件在会话暂存目录，没有进仓）。**结论：不是「无误」**——2026-09-13 的 31 条定案里有几对同日定案互相顶着（映射条目两宽 vs 码 2 单值条目宽、header_csum 罩整槽 vs 只罩头），有一批定案的连带没回扫到（D18 已定项 7 / 11 登记表、D3 已定项 7 / 8、D11 三条正文），还有一批第一版代码非答不可的空白（超级块缺 physical_block_size 与写入者身份、journal 头缺 fsid、自证单元没有加密预留、bump 次序、runs 口径）。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:339	**机械回扫 23 条（M1–M23，一侧已有定案或只有一种合理读法，主 agent 判定后由一条腿直接改）**：D18 已定项 7 / 11 登记表按已定项 18 补齐；D4 已定项 8「32768」改「被指单元全部字节」；CRC32C 参数钉死（Castagnoli 多项式 0x1EDC6F41、反射、初值 0xFFFFFFFF、输出取反、小端写进 32 字节字段前 4 字节、其余 28 字节恒 0 非 0 拒收）；I-2.4 端点写死（码 1 到 104、码 2 到 85 + 2k、码 3 到 106，预留位不在头校验和内）；码 2 载荷 CRC 从明文头末尾起、含预留位；D8 已定项 10 的 seq 写成「被写进树的第几次」；D8 结构表两行加射程；D11 三条正文加「第一版 ε = 0」注；D3 已定项 10 / 11 / 12 补正文小节、已定项 7 / 8 回扫；D5 已定项 4 第 13 / 14 项改「有过推进之后才写」；I-2.5 全零指针豁免；D22 已定项 16 补根环起点单位（槽号 64）、根槽偏移公式、P = 3 / chunk = 1 MiB 的来历与 
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:393	**第二轮之后还欠的**：Q18 的三方论证；E142 第七次跑（按上面的数重跑、换产物、改八那一节）；「否」类里 D 类（依据塌了）与 A 类措辞矛盾的残余没有逐条改，报告里有行号，下一轮机械回扫接着做。这一轮 18 条定案同样一条都没走三方，可推翻。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:401	E142（第一个事务的干跑） 第七次跑（2026-09-14，产物 `research/results/e142-first-txn-dry-run-2026-09-14-round2-slot4096.out`，93 行）：`name=width` 28 行 expected == actual（含超级块槽宽 4096），`name=segments` 五行与第六次跑逐字相同，层 0 262165 个状态零违例，25 单测、变异表全抓；记账 runs 每盘 4（bump 次序让槽 50241 空着，字节表五那一节照此写）。同日 E43 / E103 / E116 / E145 / E146 五份装置随三个格式常量（journal 记录头 307、inode 内部条目 120、树表条目 148）重跑换产物，门禁 27 号绿。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:407	步 0 脚手架之后接着做了步 1 mkfs：`crates/singlefs-core` 里 mkfs 的写序与字节照字节表零到七与 E142 第七次跑的装置，`crates/singlefs-checker` 另写一份解析（按位 CRC-32C），`crates/singlefs-harness` 的池级录制流把 mkfs 切成 `4+1+1+1+4`、种类串与八那一节逐字相同；验收六条单测全过（两次 mkfs 逐字节相同、三区根记录一致且撕裂只判一槽、超级块两槽择新、单元头自检、段序列、环 > 容量 / 4 拒绝）。里程碑步 0 / 步 1 的「现状」段已写。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:413	步 3 / 步 4 / 步 5 一起做：`crates/singlefs-core` 加 `records`（树里的记录与条目）、`journal`（记录 4096）、`transaction`（封闭的 `CommitStep` 枚举、取号、暖机、第一个事务）三个模块，分配器改成给 mkfs 的两个单元也写分配代 0 的记录（字节表五那 20 条的头四条，此前步 2 漏了）；checker 加码 2 节点视图与 key 序检查、码 3 容器视图、journal 记录检查；录制器的切段规则改成与 E142（第一个事务的干跑） 同一条（流首屏障并进后一段、FUA 关掉自己所在的段、种类串按枚举声明序）。验收八条单测全过（`crates/singlefs-harness/tests/first_transaction_step_five_publish.rs`）：五条路径的段序列与产物逐字相同、jsn 3 的反向链与产物 `back_chain=3984932094` 逐字相同、六个码 2 节点 key 序与 Merkle 校验和、inode / extent 两条查找读回文件、映射 6 条
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:419	步 6：`crates/singlefs-core` 加 `recovery`（择超级块、择根、全环扫描、前缀施加、走读）与三种单元的解析器（与 checker 那份各写各的）；恢复只通过 `PoolReader` 读盘。验收四条单测（`first_transaction_step_six_recovery.rs`）：重开镜像冷启动读回文件、八条探针与 E142（第一个事务的干跑） 产物逐字相同、jsn 2 撕裂时前缀截断恢复仍完成、关掉点名单元验证（只供测试的 `JournalPolicy::ConsultWithoutNamedVerification`）就走进坏单元。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:423	里程碑八步到此都有「现状」段；没做的写在各步「现状」里（checker 与记录核对器没接进层 0、「先信 tail」那条、E142 那条单盘无屏障的阳性对照、真设备上显式写 0 的镜像准备）。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-总审核.md:439	三次跑里来宾块层的 FLUSH 数都等于程序真正交给设备的屏障 + FUA 写（direct 盘 0 12、盘 1 10；漏屏障那次盘 0 11），写扇区数 = 程序字节 ÷ 512；程序、来宾内核、QEMU 设备侧三条路数得一致。三次在虚机里都读回文件、段序列与反向链 3984932094 与 E142（第一个事务的干跑） 产物逐字相同。三次虚机并行合计 11 s，所以门禁 55 号默认就跑、不做成开关。C6（块层语义假设写错）、C26（屏障数从没量过） 各加一注，都还开着（C6 缺「崩溃测试必须变红」那一半，C26 缺两种负载的对比）。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-未定项总清单与待用户定案.md:35	| 12 | D17（实现分层与第三方管道） 已定项 2 等价类数 | 认不认「等价类数 = 已开线的结构等价类数 × 失败模型数，今天 1 × 1 = 1，每开一条线重算」（主 agent 一次枚举，未走三方） | 依据 D13「真正必须乘的 N」那一节；今天唯一一条线的步骤集合是 E142 的 21 次写、2 道屏障、1 次 FUA | C220 的门禁形态随之落成「每条线一个封闭枚举」 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-13-未定项总清单与待用户定案.md:59	| 1 | D22（单元原子性怎么合成） 已定项 9 | KDF 标识 4 字节；主密钥槽内联进槽（+80）；加密类型留 1 字节声明 ⇒ 超级块 495 / 512 余 17 | D22 已定项 9；layout/01-first-txn.md 超级块表 495；E142（第一个事务的干跑） 按 495 重跑 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-16-subagent拆分提案.md:611	`.claude/hooks/runner-dispatch-guard.sh` 按「这个实验已经有实验页 ⇒ 这是续做」要求派发提示写「上一段岔路表里还差：…」。实测撞到第三种情形：同一个实验的**新问题单第一段**——E142（第一个事务的干跑） 第十次跑那一轮的问题全部够判、没有开着的行，2026-09-18 因为改动计数改了盘上字节要按新问题单重跑，派发被闸拒。
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-16-subagent拆分提案.md:711	| 起过计时器的 | 7 个（E142 执行员 32 次，实现员 5 次，其余 1–2 次） |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-16-subagent拆分提案.md:719	| E142 执行员 | 10.2 分钟 | 缓存读 0、写 32.5 万 | 前台跑 `until grep …; sleep 20` 等变异表，工具调用的超时 590 秒：调用没返回之前 agent 醒不过来，计时器够不着 |
C1	E142（第一个事务的干跑） 的改动计数字段核对方式	E142（第一个事务的干跑） 第十一次跑：改动计数字段 1 → 3 逐字节相减，另加装置↔`crates/` 实装比对	records/2026-09-16-subagent拆分提案.md:720	| E142 执行员 | 42.9 分钟 | 缓存读 0、写 42.6 万 | 它已交回，主 agent 43 分钟后用续做发消息叫醒：续做本身就是一次冷启动 |
